3318823908.1869993,0
3318823908.3975887,0
3318823908.608942,0
3318823908.8199778,0
3318823910.031353,0
3318823910.2431173,0
3318823910.454275,0
3318823910.477317,0
3318823910.4984903,0
3318823910.519394,0
3318823910.540262,0
3318823910.561324,2080
3318823910.587502,30704
3318823910.614886,63076
3318823910.641173,92900
3318823910.667016,121864
3318823910.692415,150072
3318823910.718645,180624
3318823910.743466,208600
3318823910.7713194,241752
3318823910.7959757,269444
3318823910.8239536,300956
3318823910.847992,311976
3318823910.868649,311952
3318823910.88876,311952
3318823910.909667,311952
3318823910.9322777,311952
3318823910.95496,328020
3318823910.9797926,356416
3318823912.004456,384340
3318823912.031856,415800
3318823912.060055,448388
3318823912.085701,477876
3318823912.113026,509856
3318823912.137519,538092
3318823912.1658726,571152
3318823912.1885347,576872
3318823912.210202,576872
3318823912.2303467,576872
3318823912.250516,576872
3318823912.2716646,3308
3318823912.298081,32508
3318823912.322639,61160
3318823912.348174,91396
3318823912.37257,120392
3318823912.398533,150392
3318823912.427125,184012
3318823912.454941,216512
3318823912.480542,246152
3318823912.507558,277820
3318823912.533938,309072
3318823912.561803,340580
3318823912.586317,357608
3318823912.6098127,357608
3318823912.6302996,357608
3318823912.6504107,357608
3318823912.670684,357608
3318823912.693895,372288
3318823912.718468,400756
3318823912.74378,430112
3318823912.7684593,459152
3318823912.793736,488160
3318823912.818462,516136
3318823912.842847,544684
3318823912.875798,571672
3318823912.906089,599632
3318823912.9319773,620148
3318823912.9609947,653040
3318823912.986264,3232
3318823914.011888,32224
3318823914.032864,34564
3318823914.05311,34564
3318823914.0732813,34564
3318823914.093931,34536
3318823914.114405,34536
3318823914.139563,57988
3318823914.166534,87708
3318823914.193984,120468
3318823914.218883,146572
3318823914.245131,177020
3318823914.273603,209180
3318823914.299521,239264
3318823914.3270197,271168
3318823914.357429,306164
3318823914.381395,325712
3318823914.402727,325688
3318823914.4229403,325688
3318823914.443801,325688
3318823914.463868,325688
3318823914.489496,344076
3318823914.518297,377512
3318823914.545101,406552
3318823914.573541,439128
3318823914.599978,468888
3318823914.624813,497668
3318823914.651286,529700
3318823914.6768208,559368
3318823914.701984,588684
3318823914.7259464,616684
3318823914.749105,636680
3318823914.770521,636680
3318823914.79325,636200
3318823914.814768,636200
3318823914.835826,636200
3318823914.8564215,636252
3318823914.876663,636252
3318823914.89965,6300
3318823914.9262943,36772
3318823914.9555817,70028
3318823914.980302,99352
3318823916.0049047,127536
3318823916.035239,163520
3318823916.0608797,193080
3318823916.086617,221188
3318823916.114154,253300
3318823916.138166,280704
3318823916.168413,315364
3318823916.1920137,338604
3318823916.215798,364556
3318823916.242716,395132
3318823916.270096,424460
3318823916.297516,457140
3318823916.322146,484428
3318823916.347033,498184
3318823916.369699,498184
3318823916.389749,498184
3318823916.409893,498184
3318823916.430556,497704
3318823916.458847,519752
3318823916.486668,552512
3318823916.514092,583972
3318823916.543735,612484
3318823916.572126,646256
3318823916.602183,678288
3318823916.626542,8148
3318823916.65582,43532
3318823916.68255,75148
3318823916.707687,104372
3318823916.734833,135492
3318823916.76059,166640
3318823916.790905,201820
3318823916.81733,210892
3318823916.837384,210868
3318823916.858744,210868
3318823916.87878,210868
3318823916.901004,210868
3318823916.924736,237028
3318823916.952051,265576
3318823916.97847,296568
3318823918.004183,328132
3318823918.030531,359852
3318823918.05998,396516
3318823918.0842876,422928
3318823918.111963,454440
3318823918.139628,484460
3318823918.165001,513216
3318823918.1888266,522316
3318823918.2101316,522316
3318823918.230218,522316
3318823918.252471,521836
3318823918.272873,521836
3318823918.299064,551032
3318823918.3245783,578748
3318823918.3519516,610484
3318823918.382159,644880
3318823918.40674,674340
3318823918.4351377,697012
3318823918.457617,12336
3318823918.482843,41764
3318823918.508183,71848
3318823918.532733,99328
3318823918.560493,131052
3318823918.584996,157492
3318823918.609562,182532
3318823918.636715,212560
3318823918.658238,219088
3318823918.680784,219088
3318823918.7009697,219088
3318823918.723539,219088
3318823918.743829,220312
3318823918.768786,246600
3318823918.799751,281804
3318823918.823649,305464
3318823918.852242,339628
3318823918.876705,367032
3318823918.905193,401044
3318823918.92932,426652
3318823918.9565506,458516
3318823918.9834614,487012
3318823920.011808,518680
3318823920.033752,530560
3318823920.053824,530560
3318823920.0748377,530080
3318823920.095254,530080
3318823920.115462,530080
3318823920.137095,539572
3318823920.1618233,566860
3318823920.1893,599204
3318823920.2198153,636148
3318823920.247118,666932
3318823920.2698393,496
3318823920.293915,27960
3318823920.322938,62436
3318823920.348576,91584
3318823920.376214,124368
3318823920.4043884,157020
3318823920.431284,185492
3318823920.4567738,215212
3318823920.480318,233824
3318823920.502022,233824
3318823920.524571,233824
3318823920.545143,233824
3318823920.565641,233824
3318823920.587999,245108
3318823920.6168633,278260
3318823920.6463966,314868
3318823920.673093,342192
3318823920.69798,371524
3318823920.725943,405456
3318823920.753628,437044
3318823920.7788687,463460
3318823920.805748,493192
3318823920.8338223,526732
3318823920.8612,557152
3318823920.8884077,586440
3318823920.908754,586440
3318823920.931327,586440
3318823920.95173,586440
3318823920.971821,586440
3318823920.9919834,585988
3318823922.014785,585988
3318823922.036208,585988
3318823922.0565863,585988
3318823922.077738,585988
3318823922.1003313,11136
3318823922.1250563,39504
3318823922.152525,72912
3318823922.180831,106736
3318823922.204886,131516
3318823922.2325277,162948
3318823922.2574587,191444
3318823922.2854786,224908
3318823922.3130083,256628
3318823922.337846,283540
3318823922.3651323,315336
3318823922.393222,348928
3318823922.422176,383296
3318823922.452416,419540
3318823922.477072,448404
